Origin,Destination,Start Address,End Address,Distance,Duration,Request Time,Duration with Traffic,Hours,Minutes,Traffic Duration,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",35.9 km,40 mins,18:31,53 mins,0,53,53,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,18:31,32 mins,0,32,32,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.5 km,43 mins,18:31,48 mins,0,48,48,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.5 km,45 mins,18:31,52 mins,0,52,52,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",18.6 km,27 mins,18:31,39 mins,0,39,39,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.9 km,23 mins,18:31,23 mins,0,23,23,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",46.7 km,54 mins,18:40,1 hour 17 mins,60,17,77,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",42.6 km,53 mins,18:40,55 mins,0,55,55,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,18:40,49 mins,0,49,49,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,18:40,26 mins,0,26,26,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,18:40,35 mins,0,35,35,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:40,24 mins,0,24,24,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",35.5 km,42 mins,18:40,57 mins,0,57,57,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,18:40,32 mins,0,32,32,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.5 km,43 mins,18:40,46 mins,0,46,46,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.5 km,45 mins,18:40,52 mins,0,52,52,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.2 km,25 mins,18:40,36 mins,0,36,36,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,18:40,23 mins,0,23,23,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,18:50,1 hour 16 mins,60,16,76,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.5 km,49 mins,18:50,1 hour 0 mins,60, 0,60,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,18:50,45 mins,0,45,45,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,18:50,27 mins,0,27,27,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,18:50,33 mins,0,33,33,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,18:50,25 mins,0,25,25,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,18:50,1 hour 1 min,60,0,60,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,18:50,33 mins,0,33,33,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.9 km,43 mins,18:50,45 mins,0,45,45,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.5 km,45 mins,18:50,50 mins,0,50,50,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",14.9 km,25 mins,18:50,37 mins,0,37,37,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,18:50,21 mins,0,21,21,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",62.4 km,59 mins,19:00,1 hour 15 mins,60,15,75,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",42.6 km,53 mins,19:00,57 mins,0,57,57,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",37.4 km,35 mins,19:00,45 mins,0,45,45,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,19:00,27 mins,0,27,27,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",34.5 km,32 mins,19:00,32 mins,0,32,32,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,19:00,25 mins,0,25,25,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",36.0 km,39 mins,19:00,53 mins,0,53,53,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,19:00,34 mins,0,34,34,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",49.9 km,43 mins,19:00,44 mins,0,44,44,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",47.5 km,45 mins,19:00,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.2 km,25 mins,19:00,35 mins,0,35,35,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.9 km,21 mins,19:00,22 mins,0,22,22,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",46.7 km,54 mins,5:55,43 mins,0,43,43,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.1 km,55 mins,5:55,48 mins,0,48,48,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,5:55,23 mins,0,23,23,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,5:55,25 mins,0,25,25,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,5:55,27 mins,0,27,27,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,5:55,22 mins,0,22,22,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,5:55,26 mins,0,26,26,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,5:55,31 mins,0,31,31,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.1 km,48 mins,5:55,50 mins,0,50,50,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",44.2 km,47 mins,5:55,44 mins,0,44,44,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.7 km,23 mins,5:55,19 mins,0,19,19,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,5:55,20 mins,0,20,20,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",46.7 km,54 mins,6:00,45 mins,0,45,45,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.1 km,55 mins,6:00,49 mins,0,49,49,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,6:00,23 mins,0,23,23,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,6:00,26 mins,0,26,26,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,6:01,27 mins,0,27,27,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,6:01,22 mins,0,22,22,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,6:01,26 mins,0,26,26,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.5 km,35 mins,6:01,31 mins,0,31,31,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.1 km,48 mins,6:01,56 mins,0,56,56,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,47 mins,6:01,46 mins,0,46,46,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.7 km,23 mins,6:01,19 mins,0,19,19,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,6:01,22 mins,0,22,22,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",46.7 km,54 mins,6:10,48 mins,0,48,48,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.2 km,55 mins,6:10,51 mins,0,51,51,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,6:10,24 mins,0,24,24,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,6:10,40 mins,0,40,40,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,6:10,26 mins,0,26,26,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.2 km,24 mins,6:10,22 mins,0,22,22,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,6:11,26 mins,0,26,26,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.3 km,31 mins,6:11,37 mins,0,37,37,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.0 km,49 mins,6:11,1 hour 2 mins,60, 2,62,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",42.8 km,47 mins,6:11,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",16.1 km,24 mins,6:11,19 mins,0,19,19,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,6:12,20 mins,0,20,20,,,,
